,job_title,company_name,country,city,job_type,work_location,experience_level,yrs_exp,industry_and_skills,label
108,Remote Data Scientist,Turing,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Machine Learning, Data Scientist",0
109,Data Engineer - Global/Remote,MixRank,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",0
110,Data Analyst - GLOBALLY REMOTE,Amini,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",0
111,Senior Data Analyst,Hypemasters,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Data Analysis, Business Analysis, Microsoft Office, SQL",0
112,Data Scientist - BCG X,BCG X,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Data Scientist, Machine Learning",0
113,Azure Solution Architect -Azure Data Analytics,SoftwareOne,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, information technology (it), computer science, software development, azure, sql, aws, agile",0
114,Senior AWS Big Data Engineer,Onica by Rackspace Technology,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, NoSQL, Big Data, Software Development, Computer Engineering",0
115,AWS Big Data Engineer,Rackspace Technology,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Installation/Maintenance/Repair, IT/Software Development, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Big Data, Engineering, Software Engineering, Linux, AWS",0
116,SAP Data Lake & Report Design,Modis,Kuwait,Kuwait City,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, marketing, sap, english, design",0
117,Data Analyst,MDAR Food Company,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",0
118,Principal Data Engineer,"Integrant, Inc.",Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Engineering, Telecommunication, Software Engineering, Software Development, Computer Engineering",0
119,Data Governance Lead,Accenture Middle East,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Computer Engineering, Data Mining, Engineering, Programming, Big Data",0
120,Academic Data Analyst (British school experience),Hub Recruitment LTD,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), Microsoft Office, SQL, Microsoft Excel",0
121,Senior Data Scientist,Siemens Digital Industries Software,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), SQL, Python, Engineering, Data Analysis, Software Development",0
122,Data Analyst,Peroptyx,SaudiArabia,Riyadh,Freelance / Project,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",0
123,Business Analyst - Data Analytics,Halian,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",0
124,Senior Data Analyst Specialist,Cairo Three A Poultry,Egypt,Cairo,Full Time,On-site,Experienced,3 - 4,"Analyst/Research, Data Analysis, BI, Tableau",2
125,Principal Data Center Design Electrical Engineer,Oracle,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, engineering, information technology (it), computer science, electrical engineering, design, oracle, construction",0
126,Lead Data Engineer,"Integrant, Inc.",Egypt,Cairo,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Information Technology (IT), Computer Science, Engineering, Software Development, Software Engineering, Computer Engineering, Java",0
127,Senior Data Engineer,DXC Technology,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Mechanical Engineering",0
128,Business Intelligence Developer / Data Management Engineer,Prometeia,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, sales, software development, software engineering, software",0
129,Urgent Hiring for Data Analyst,PRIME IMMIGRATION LTD,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, information technology (it), computer science, finance, erp, analysis, engineering, data analysis",0
130,Software Engineer II - Python & Data,TalPods,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Engineering, Software Development, Engineering, Software, Computer Engineering",0
131,Freelance Data Analytics Instructor - Kingdom of Saudi Arabia (Part Time/Flexible),Learning Tree International,SaudiArabia,Riyadh,Part Time,Not Specified,Not specified,Not Specified,"Marketing/PR/Advertising, Media/Journalism/Publishing, Training/Instructor, marketing, social media, digital marketing, market research, computer science, communication, communication skills",2
132,Data Management & Business Intelligence Director,Splonline,SaudiArabia,Riyadh,Full Time,Not Specified,Not specified,Not Specified,"Administration, IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Microsoft Office, Data Entry, Computer Science, Administration, Data Analysis, Office Management",0
133,Data Engineer,Denodo,SaudiArabia,Riyadh,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",0
134,Senior Power BI Developer.,Softec Technologies,Egypt,Cairo,Full Time,On-site,Experienced,5+,"IT/Software Development, Engineering - Telecom/Technology, Agile, Communication, BI, Data Modeling, DAX, Power BI, SQL, Information Technology (IT)",2
135,Master Data Specialist,Grifols Egypt for Plasma Derivatives (GEPD),Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"Administration, IT/Software Development, Analyst/Research, Data Entry, Administration, Microsoft Office, Admin, Computer Skills, Typing, Customer Service",2
136,Analyst – Data Privacy,Abu Dhabi Commercial Bank,UnitedArabEmirates,Dubai,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), Microsoft Office, SQL, Microsoft Excel",0
137,"English Customer Service, Email&Chat Account (Etisalat UAE)",Etisalat Egypt,Egypt,Cairo,Full Time,On-site,Entry Level,0 - 15,"Business Development, Customer Service/Support, Sales/Retail, Computer Skills, chat, Customer Care, Customer Service, Customer Support, Mail, English",1
138,Data Engineer,Petrofac,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",0
139,Junior Data Anaylst,DXC Technology,Egypt,Cairo,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Python, SQL, Software Development, Data Analysis, Java",0
140,Data Analyst,High5,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",0
141,Data Scientist,High5,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Data Scientist, Machine Learning",0
142,Sr Data Engineer,InfoVision Inc.,UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Development, Software Engineering, SQL, Computer Engineering",0
143,Data Engineer,"ADIV Human Resources Consultancy, L.L.C",UnitedArabEmirates,Dubai,Full Time,Not Specified,Experienced,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",0
144,Data Scientist - Operations Research,Ahoy,UnitedArabEmirates,Dubai,Full Time,Not Specified,Not specified,Not Specified,"IT/Software Development, Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Data Scientist, Machine Learning",0
145,"Associate Director Data, Digital & IT – Site",Novartis,Egypt,Cairo,Full Time,Not Specified,Entry Level,Not Specified,"IT/Software Development, Marketing/PR/Advertising, Media/Journalism/Publishing, information technology (it), marketing, computer science, social media, engineering, english, management",2
146,Coding and Programming Teacher,Creatives International Schools ( CIS ),Egypt,Sharqia,Full Time,On-site,Entry Level,1 - 3,"Education/Teaching, Computer Skills, IT, LAN, Science, Security, Teaching, Training, Computer Science, computer",2
147,IT Help Desk Technician,Swiss Garment Company,Egypt,Cairo,Full Time,On-site,Entry Level,1 - 2,"males_only, Installation/Maintenance/Repair, IT/Software Development, IT Technician, IT, Computer Science, Information Technology (IT), computer, technician, Networks, Installation",2
